supplier_material_id,supplier_id,material_id,supplier_rank,lead_time_hours,minimum_order_qty,available_emergency_qty,unit_cost,emergency_cost_multiplier,qualified,updated_at
SM-0218-05,SUP-041,MAT-0218,5,168,100,6602,143.16,1.46,0,2026-06-13T22:00:00+08:00
SM-0219-01,SUP-026,MAT-0219,1,36,200,7395,23.45,1.19,1,2026-06-10T03:00:00+08:00
SM-0219-02,SUP-037,MAT-0219,2,120,200,7295,27.91,1.36,0,2026-06-07T02:00:00+08:00
SM-0219-03,SUP-054,MAT-0219,3,120,100,2460,30.7,1.25,1,2026-06-06T21:00:00+08:00
SM-0219-04,SUP-039,MAT-0219,4,36,200,1700,22.83,1.44,1,2026-06-10T04:00:00+08:00
SM-0220-01,SUP-004,MAT-0220,1,24,200,6334,330.68,1.3,1,2026-06-06T11:00:00+08:00
SM-0220-02,SUP-010,MAT-0220,2,48,500,5330,341.8,1.18,1,2026-06-14T09:00:00+08:00
SM-0220-03,SUP-037,MAT-0220,3,96,1000,772,255.83,1.18,0,2026-06-10T13:00:00+08:00
SM-0220-04,SUP-017,MAT-0220,4,96,1000,13426,305.52,1.36,1,2026-06-11T13:00:00+08:00
SM-0221-01,SUP-017,MAT-0221,1,96,100,14238,273.17,1.34,1,2026-06-10T19:00:00+08:00
SM-0221-02,SUP-022,MAT-0221,2,72,50,9476,288.92,1.39,1,2026-06-13T16:00:00+08:00
SM-0221-03,SUP-039,MAT-0221,3,48,200,2395,275.47,1.2,1,2026-06-09T04:00:00+08:00
SM-0221-04,SUP-060,MAT-0221,4,48,200,2434,243.43,1.53,1,2026-06-10T07:00:00+08:00
SM-0221-05,SUP-033,MAT-0221,5,48,200,8293,298.15,1.52,1,2026-06-11T05:00:00+08:00
SM-0222-01,SUP-047,MAT-0222,1,120,100,2250,605.61,1.31,1,2026-06-07T13:00:00+08:00
SM-0222-02,SUP-049,MAT-0222,2,72,1000,14383,646.09,1.43,1,2026-06-06T11:00:00+08:00
SM-0222-03,SUP-042,MAT-0222,3,24,50,4889,554.16,1.05,1,2026-06-10T07:00:00+08:00
SM-0222-04,SUP-021,MAT-0222,4,48,50,10969,549.03,1.37,1,2026-06-12T23:00:00+08:00
SM-0223-01,SUP-014,MAT-0223,1,120,200,4726,653.51,1.63,1,2026-06-06T05:00:00+08:00
SM-0223-02,SUP-023,MAT-0223,2,168,1000,12066,650.81,1.25,1,2026-06-14T11:00:00+08:00
SM-0223-03,SUP-013,MAT-0223,3,168,100,10795,534.19,1.07,1,2026-06-08T09:00:00+08:00
SM-0224-01,SUP-004,MAT-0224,1,36,200,904,358.85,1.57,1,2026-06-05T13:00:00+08:00
SM-0224-02,SUP-033,MAT-0224,2,48,1000,9010,326.71,1.08,1,2026-06-13T15:00:00+08:00
SM-0224-03,SUP-051,MAT-0224,3,48,1000,9495,357.9,1.57,0,2026-06-06T19:00:00+08:00
SM-0224-04,SUP-042,MAT-0224,4,96,200,6891,317.52,1.38,1,2026-06-05T17:00:00+08:00
SM-0224-05,SUP-038,MAT-0224,5,24,500,2601,353.19,1.44,1,2026-06-12T04:00:00+08:00
SM-0225-01,SUP-016,MAT-0225,1,24,200,5001,620.69,1.52,1,2026-06-10T21:00:00+08:00
SM-0225-02,SUP-048,MAT-0225,2,24,500,10808,665.15,1.62,1,2026-06-08T12:00:00+08:00
SM-0225-03,SUP-003,MAT-0225,3,168,50,14553,697.85,1.14,1,2026-06-14T19:00:00+08:00
SM-0225-04,SUP-022,MAT-0225,4,120,50,1341,695.6,1.58,1,2026-06-12T11:00:00+08:00
SM-0225-05,SUP-058,MAT-0225,5,168,200,595,651.69,1.44,1,2026-06-08T18:00:00+08:00
SM-0226-01,SUP-039,MAT-0226,1,120,50,12681,283.68,1.27,1,2026-06-13T00:00:00+08:00
SM-0226-02,SUP-017,MAT-0226,2,72,500,8768,302.52,1.14,1,2026-06-07T10:00:00+08:00
SM-0226-03,SUP-015,MAT-0226,3,168,1000,685,319.81,1.45,1,2026-06-11T07:00:00+08:00
SM-0226-04,SUP-042,MAT-0226,4,24,1000,11789,338.83,1.55,1,2026-06-06T06:00:00+08:00
SM-0226-05,SUP-002,MAT-0226,5,96,1000,9385,279.52,1.34,1,2026-06-10T14:00:00+08:00
SM-0227-01,SUP-030,MAT-0227,1,24,200,13997,777.65,1.2,1,2026-06-10T05:00:00+08:00
SM-0227-02,SUP-009,MAT-0227,2,168,100,11341,872.66,1.36,1,2026-06-09T05:00:00+08:00
SM-0227-03,SUP-007,MAT-0227,3,96,500,1809,752.63,1.31,1,2026-06-13T14:00:00+08:00
SM-0227-04,SUP-013,MAT-0227,4,72,100,1664,970.77,1.1,1,2026-06-12T23:00:00+08:00
SM-0228-01,SUP-024,MAT-0228,1,120,50,13387,9.16,1.5,0,2026-06-15T03:00:00+08:00
SM-0228-02,SUP-037,MAT-0228,2,48,200,11628,9.87,1.35,0,2026-06-13T11:00:00+08:00
SM-0228-03,SUP-034,MAT-0228,3,24,500,10311,7.52,1.6,1,2026-06-11T04:00:00+08:00
SM-0228-04,SUP-008,MAT-0228,4,48,100,674,7.49,1.64,0,2026-06-07T10:00:00+08:00
SM-0228-05,SUP-048,MAT-0228,5,36,100,6213,9.19,1.09,1,2026-06-14T06:00:00+08:00
SM-0228-06,SUP-012,MAT-0228,6,96,1000,8452,10.22,1.5,1,2026-06-11T19:00:00+08:00
SM-0229-01,SUP-018,MAT-0229,1,48,1000,1886,424.53,1.26,1,2026-06-11T11:00:00+08:00
SM-0229-02,SUP-001,MAT-0229,2,168,100,13794,340.75,1.16,1,2026-06-10T12:00:00+08:00
SM-0229-03,SUP-024,MAT-0229,3,48,50,9469,431.31,1.25,0,2026-06-05T20:00:00+08:00
SM-0230-01,SUP-049,MAT-0230,1,96,50,1582,873.05,1.53,1,2026-06-06T04:00:00+08:00
SM-0230-02,SUP-047,MAT-0230,2,36,50,3260,941.66,1.57,1,2026-06-06T06:00:00+08:00
SM-0230-03,SUP-008,MAT-0230,3,72,200,5944,840.98,1.3,0,2026-06-08T14:00:00+08:00
SM-0230-04,SUP-039,MAT-0230,4,96,500,8488,936.38,1.11,1,2026-06-14T10:00:00+08:00
SM-0230-05,SUP-037,MAT-0230,5,120,100,8103,1142.6,1.65,0,2026-06-06T05:00:00+08:00
SM-0231-01,SUP-039,MAT-0231,1,24,500,698,361.96,1.62,1,2026-06-10T16:00:00+08:00
SM-0231-02,SUP-013,MAT-0231,2,72,100,3180,351.2,1.55,1,2026-06-13T20:00:00+08:00
SM-0231-03,SUP-005,MAT-0231,3,36,1000,5722,290.32,1.31,1,2026-06-06T08:00:00+08:00
SM-0231-04,SUP-023,MAT-0231,4,24,500,10596,380.6,1.38,1,2026-06-09T17:00:00+08:00
SM-0232-01,SUP-044,MAT-0232,1,72,50,3460,872.41,1.18,1,2026-06-13T16:00:00+08:00
SM-0232-02,SUP-023,MAT-0232,2,96,500,3995,906.56,1.56,1,2026-06-05T21:00:00+08:00
SM-0232-03,SUP-028,MAT-0232,3,96,1000,11515,926.12,1.42,1,2026-06-14T15:00:00+08:00
SM-0232-04,SUP-029,MAT-0232,4,48,100,7928,966.05,1.11,1,2026-06-15T05:00:00+08:00
SM-0232-05,SUP-001,MAT-0232,5,96,500,1567,975.82,1.24,1,2026-06-08T13:00:00+08:00
SM-0232-06,SUP-050,MAT-0232,6,120,500,7080,1010.43,1.46,0,2026-06-08T18:00:00+08:00
SM-0233-01,SUP-008,MAT-0233,1,24,500,2315,26.59,1.19,0,2026-06-13T11:00:00+08:00
SM-0233-02,SUP-016,MAT-0233,2,120,200,9845,31.96,1.18,1,2026-06-07T07:00:00+08:00
SM-0233-03,SUP-019,MAT-0233,3,72,200,14689,27.58,1.42,1,2026-06-13T15:00:00+08:00
SM-0233-04,SUP-001,MAT-0233,4,36,200,12793,32.69,1.6,1,2026-06-12T06:00:00+08:00
SM-0234-01,SUP-042,MAT-0234,1,168,50,3385,160.07,1.17,1,2026-06-07T19:00:00+08:00
SM-0234-02,SUP-019,MAT-0234,2,120,1000,10699,138.98,1.14,1,2026-06-12T02:00:00+08:00
SM-0234-03,SUP-037,MAT-0234,3,168,100,12985,137.65,1.5,0,2026-06-06T18:00:00+08:00
SM-0235-01,SUP-035,MAT-0235,1,72,50,11831,138.5,1.48,1,2026-06-14T01:00:00+08:00
SM-0235-02,SUP-012,MAT-0235,2,48,200,9041,166.29,1.21,1,2026-06-11T10:00:00+08:00
SM-0235-03,SUP-016,MAT-0235,3,120,200,2585,150.75,1.48,1,2026-06-06T02:00:00+08:00
SM-0235-04,SUP-036,MAT-0235,4,36,200,409,190.41,1.17,1,2026-06-08T08:00:00+08:00
SM-0235-05,SUP-059,MAT-0235,5,36,100,12462,142.89,1.24,1,2026-06-14T21:00:00+08:00
SM-0236-01,SUP-041,MAT-0236,1,48,50,14912,618.58,1.24,0,2026-06-07T10:00:00+08:00
SM-0236-02,SUP-009,MAT-0236,2,168,200,3673,521.0,1.57,1,2026-06-06T05:00:00+08:00
SM-0236-03,SUP-047,MAT-0236,3,120,1000,5683,578.39,1.11,1,2026-06-12T08:00:00+08:00
SM-0236-04,SUP-028,MAT-0236,4,120,1000,11892,611.12,1.36,1,2026-06-05T13:00:00+08:00
SM-0236-05,SUP-029,MAT-0236,5,168,1000,10176,593.73,1.42,1,2026-06-12T19:00:00+08:00
SM-0237-01,SUP-028,MAT-0237,1,72,100,2205,48.74,1.64,1,2026-06-14T10:00:00+08:00
SM-0237-02,SUP-030,MAT-0237,2,120,1000,4611,55.32,1.18,1,2026-06-15T01:00:00+08:00
SM-0237-03,SUP-024,MAT-0237,3,24,1000,2007,41.45,1.38,0,2026-06-15T02:00:00+08:00
SM-0238-01,SUP-032,MAT-0238,1,168,1000,6913,144.4,1.46,1,2026-06-13T07:00:00+08:00
SM-0238-02,SUP-002,MAT-0238,2,120,500,12474,126.4,1.13,1,2026-06-11T11:00:00+08:00
SM-0238-03,SUP-060,MAT-0238,3,120,50,1122,128.91,1.09,1,2026-06-06T09:00:00+08:00
SM-0238-04,SUP-053,MAT-0238,4,96,200,9493,122.6,1.24,1,2026-06-07T08:00:00+08:00
SM-0238-05,SUP-054,MAT-0238,5,48,100,12917,126.45,1.43,1,2026-06-06T13:00:00+08:00
SM-0239-01,SUP-021,MAT-0239,1,168,1000,8110,561.73,1.3,1,2026-06-08T11:00:00+08:00
SM-0239-02,SUP-010,MAT-0239,2,120,200,13384,485.34,1.06,1,2026-06-14T21:00:00+08:00
SM-0239-03,SUP-008,MAT-0239,3,24,100,2910,477.63,1.59,0,2026-06-10T06:00:00+08:00
SM-0240-01,SUP-026,MAT-0240,1,72,50,7267,140.4,1.53,1,2026-06-06T14:00:00+08:00
SM-0240-02,SUP-001,MAT-0240,2,48,1000,7485,137.21,1.21,1,2026-06-12T14:00:00+08:00
SM-0240-03,SUP-037,MAT-0240,3,96,500,491,124.5,1.51,0,2026-06-08T04:00:00+08:00
SM-0240-04,SUP-015,MAT-0240,4,96,50,12647,110.92,1.24,1,2026-06-06T21:00:00+08:00
