production_plan_id,plant_warehouse_id,finished_material_id,planned_qty,planned_start_at,planned_end_at,plan_status,priority,material_readiness_rate,updated_at
PP-0000166,WH-04,MAT-0147,15510,2026-04-26T03:00:00+08:00,2026-04-29T21:00:00+08:00,planned,normal,0.8942,2026-04-27T15:00:00+08:00
PP-0000167,WH-02,MAT-0127,14387,2026-03-01T17:00:00+08:00,2026-03-03T17:00:00+08:00,completed,urgent,0.8106,2026-03-02T16:00:00+08:00
PP-0000168,WH-04,MAT-0227,16361,2026-02-20T04:00:00+08:00,2026-02-24T15:00:00+08:00,at_risk,normal,0.6565,2026-02-20T09:00:00+08:00
PP-0000169,WH-04,MAT-0078,14883,2026-03-01T17:00:00+08:00,2026-03-02T09:00:00+08:00,completed,normal,0.8354,2026-03-03T02:00:00+08:00
PP-0000170,WH-04,MAT-0119,12927,2026-06-27T21:00:00+08:00,2026-07-01T22:00:00+08:00,planned,normal,0.6093,2026-06-15T08:00:00+08:00
PP-0000171,WH-04,MAT-0078,9922,2026-05-29T08:00:00+08:00,2026-05-30T09:00:00+08:00,completed,high,0.6494,2026-05-29T19:00:00+08:00
PP-0000172,WH-02,MAT-0063,5403,2026-01-29T20:00:00+08:00,2026-02-02T14:00:00+08:00,planned,normal,0.7843,2026-01-31T08:00:00+08:00
PP-0000173,WH-04,MAT-0051,14029,2025-10-27T00:00:00+08:00,2025-10-31T03:00:00+08:00,planned,high,0.7292,2025-10-27T00:00:00+08:00
PP-0000174,WH-02,MAT-0036,12533,2025-11-14T19:00:00+08:00,2025-11-17T16:00:00+08:00,paused,high,0.6444,2025-11-16T12:00:00+08:00
PP-0000175,WH-04,MAT-0212,9670,2025-12-15T05:00:00+08:00,2025-12-16T19:00:00+08:00,at_risk,normal,0.9031,2025-12-16T02:00:00+08:00
PP-0000176,WH-02,MAT-0152,19393,2025-10-17T15:00:00+08:00,2025-10-18T00:00:00+08:00,paused,normal,0.6539,2025-10-18T00:00:00+08:00
PP-0000177,WH-04,MAT-0238,16446,2026-07-08T00:00:00+08:00,2026-07-12T05:00:00+08:00,completed,normal,0.5608,2026-06-15T08:00:00+08:00
PP-0000178,WH-02,MAT-0189,1564,2025-11-05T07:00:00+08:00,2025-11-05T20:00:00+08:00,released,high,0.5885,2025-11-05T07:00:00+08:00
PP-0000179,WH-04,MAT-0040,15924,2025-07-17T04:00:00+08:00,2025-07-20T21:00:00+08:00,planned,high,0.6868,2025-07-18T09:00:00+08:00
PP-0000180,WH-04,MAT-0191,18415,2026-03-31T01:00:00+08:00,2026-04-03T19:00:00+08:00,released,normal,0.945,2026-04-02T01:00:00+08:00
PP-0000181,WH-04,MAT-0234,9805,2026-06-09T17:00:00+08:00,2026-06-10T09:00:00+08:00,completed,normal,0.8662,2026-06-11T01:00:00+08:00
PP-0000182,WH-04,MAT-0003,3067,2026-02-01T22:00:00+08:00,2026-02-04T08:00:00+08:00,planned,normal,0.9603,2026-02-03T16:00:00+08:00
PP-0000183,WH-04,MAT-0218,4012,2026-02-04T09:00:00+08:00,2026-02-08T18:00:00+08:00,released,normal,0.7633,2026-02-06T06:00:00+08:00
PP-0000184,WH-02,MAT-0172,10607,2025-09-03T10:00:00+08:00,2025-09-05T18:00:00+08:00,completed,high,0.728,2025-09-05T00:00:00+08:00
PP-0000185,WH-04,MAT-0035,8086,2026-04-28T17:00:00+08:00,2026-05-03T15:00:00+08:00,completed,normal,0.888,2026-04-28T18:00:00+08:00
PP-0000186,WH-04,MAT-0065,735,2026-06-01T15:00:00+08:00,2026-06-05T21:00:00+08:00,completed,high,0.8334,2026-06-03T07:00:00+08:00
PP-0000187,WH-02,MAT-0159,10174,2025-07-02T06:00:00+08:00,2025-07-03T13:00:00+08:00,completed,normal,0.5915,2025-07-02T15:00:00+08:00
PP-0000188,WH-02,MAT-0092,610,2026-01-20T19:00:00+08:00,2026-01-23T12:00:00+08:00,planned,normal,0.9455,2026-01-21T06:00:00+08:00
PP-0000189,WH-04,MAT-0112,12935,2025-12-14T18:00:00+08:00,2025-12-17T09:00:00+08:00,completed,high,0.8633,2025-12-16T08:00:00+08:00
PP-0000190,WH-04,MAT-0240,3675,2025-08-31T03:00:00+08:00,2025-09-04T05:00:00+08:00,released,normal,0.7832,2025-08-31T18:00:00+08:00
PP-0000191,WH-04,MAT-0212,17709,2025-06-24T17:00:00+08:00,2025-06-27T01:00:00+08:00,released,normal,0.7938,2025-06-26T09:00:00+08:00
PP-0000192,WH-04,MAT-0081,11251,2025-07-20T09:00:00+08:00,2025-07-23T17:00:00+08:00,released,normal,0.8479,2025-07-21T17:00:00+08:00
PP-0000193,WH-04,MAT-0044,6209,2026-03-20T13:00:00+08:00,2026-03-24T09:00:00+08:00,completed,normal,0.7896,2026-03-22T07:00:00+08:00
PP-0000194,WH-02,MAT-0216,17884,2025-12-18T22:00:00+08:00,2025-12-20T10:00:00+08:00,completed,normal,0.9169,2025-12-20T03:00:00+08:00
PP-0000195,WH-04,MAT-0112,12409,2025-08-17T04:00:00+08:00,2025-08-18T09:00:00+08:00,at_risk,high,0.7634,2025-08-17T22:00:00+08:00
PP-0000196,WH-04,MAT-0160,17005,2025-11-25T09:00:00+08:00,2025-11-28T13:00:00+08:00,completed,normal,0.6913,2025-11-25T23:00:00+08:00
PP-0000197,WH-04,MAT-0040,9896,2026-03-16T15:00:00+08:00,2026-03-18T05:00:00+08:00,completed,normal,0.8591,2026-03-17T13:00:00+08:00
PP-0000198,WH-04,MAT-0220,6490,2026-01-19T05:00:00+08:00,2026-01-23T10:00:00+08:00,completed,high,0.9605,2026-01-20T08:00:00+08:00
PP-0000199,WH-04,MAT-0016,15745,2025-07-02T05:00:00+08:00,2025-07-03T00:00:00+08:00,planned,normal,0.8015,2025-07-02T14:00:00+08:00
PP-0000200,WH-02,MAT-0119,6222,2026-01-31T03:00:00+08:00,2026-02-01T03:00:00+08:00,completed,normal,0.9171,2026-01-31T19:00:00+08:00
PP-0000201,WH-04,MAT-0179,11460,2026-07-01T04:00:00+08:00,2026-07-01T14:00:00+08:00,completed,normal,0.9035,2026-06-15T08:00:00+08:00
PP-0000202,WH-02,MAT-0158,15319,2025-11-05T16:00:00+08:00,2025-11-07T11:00:00+08:00,paused,urgent,0.8899,2025-11-06T19:00:00+08:00
PP-0000203,WH-04,MAT-0046,14148,2026-07-14T09:00:00+08:00,2026-07-17T11:00:00+08:00,at_risk,normal,0.9315,2026-06-15T08:00:00+08:00
PP-0000204,WH-02,MAT-0025,5804,2026-04-20T07:00:00+08:00,2026-04-21T12:00:00+08:00,completed,high,0.8439,2026-04-20T09:00:00+08:00
PP-0000205,WH-02,MAT-0097,9489,2026-06-11T16:00:00+08:00,2026-06-12T11:00:00+08:00,released,high,0.8989,2026-06-11T20:00:00+08:00
PP-0000206,WH-04,MAT-0228,15018,2026-04-16T09:00:00+08:00,2026-04-18T05:00:00+08:00,completed,normal,0.8205,2026-04-18T00:00:00+08:00
PP-0000207,WH-04,MAT-0238,6699,2025-11-23T16:00:00+08:00,2025-11-25T11:00:00+08:00,paused,normal,0.5648,2025-11-25T09:00:00+08:00
PP-0000208,WH-04,MAT-0053,12125,2026-02-09T15:00:00+08:00,2026-02-10T21:00:00+08:00,at_risk,high,0.7984,2026-02-09T18:00:00+08:00
PP-0000209,WH-02,MAT-0108,11034,2026-01-04T04:00:00+08:00,2026-01-07T17:00:00+08:00,planned,normal,0.9478,2026-01-05T09:00:00+08:00
PP-0000210,WH-02,MAT-0101,8519,2026-04-07T00:00:00+08:00,2026-04-08T09:00:00+08:00,completed,high,0.8042,2026-04-07T03:00:00+08:00
PP-0000211,WH-04,MAT-0075,10818,2025-10-06T17:00:00+08:00,2025-10-07T12:00:00+08:00,completed,normal,0.9718,2025-10-07T11:00:00+08:00
PP-0000212,WH-02,MAT-0169,10806,2025-10-26T09:00:00+08:00,2025-10-27T17:00:00+08:00,planned,normal,0.8075,2025-10-26T20:00:00+08:00
PP-0000213,WH-04,MAT-0229,7883,2026-03-30T05:00:00+08:00,2026-04-01T03:00:00+08:00,released,urgent,0.9226,2026-03-31T15:00:00+08:00
PP-0000214,WH-02,MAT-0092,11049,2025-12-26T10:00:00+08:00,2025-12-29T00:00:00+08:00,released,normal,0.9328,2025-12-27T04:00:00+08:00
PP-0000215,WH-02,MAT-0237,13174,2025-10-23T23:00:00+08:00,2025-10-25T01:00:00+08:00,at_risk,high,0.5921,2025-10-25T16:00:00+08:00
PP-0000216,WH-02,MAT-0177,7973,2025-10-31T02:00:00+08:00,2025-11-04T13:00:00+08:00,completed,normal,0.7209,2025-11-01T18:00:00+08:00
PP-0000217,WH-02,MAT-0208,124,2025-09-23T11:00:00+08:00,2025-09-26T20:00:00+08:00,completed,normal,0.6693,2025-09-24T04:00:00+08:00
PP-0000218,WH-04,MAT-0212,14876,2025-08-17T21:00:00+08:00,2025-08-21T07:00:00+08:00,planned,normal,0.8323,2025-08-18T05:00:00+08:00
PP-0000219,WH-04,MAT-0008,5431,2025-06-23T08:00:00+08:00,2025-06-26T14:00:00+08:00,completed,normal,0.6036,2025-06-24T05:00:00+08:00
PP-0000220,WH-04,MAT-0232,10872,2025-08-07T17:00:00+08:00,2025-08-08T11:00:00+08:00,at_risk,normal,0.8302,2025-08-08T02:00:00+08:00
PP-0000221,WH-04,MAT-0018,8039,2025-08-24T11:00:00+08:00,2025-08-25T22:00:00+08:00,released,urgent,0.5522,2025-08-25T11:00:00+08:00
PP-0000222,WH-04,MAT-0189,6754,2026-04-26T10:00:00+08:00,2026-04-29T02:00:00+08:00,completed,normal,0.6617,2026-04-27T19:00:00+08:00
PP-0000223,WH-04,MAT-0021,17854,2025-10-06T16:00:00+08:00,2025-10-11T08:00:00+08:00,completed,normal,0.5819,2025-10-07T17:00:00+08:00
PP-0000224,WH-02,MAT-0008,16532,2026-02-03T02:00:00+08:00,2026-02-04T00:00:00+08:00,released,urgent,0.5789,2026-02-04T05:00:00+08:00
PP-0000225,WH-04,MAT-0031,12179,2026-02-10T11:00:00+08:00,2026-02-14T00:00:00+08:00,planned,normal,0.5926,2026-02-10T19:00:00+08:00
PP-0000226,WH-02,MAT-0081,9078,2026-01-03T13:00:00+08:00,2026-01-07T14:00:00+08:00,completed,urgent,0.6862,2026-01-03T23:00:00+08:00
PP-0000227,WH-02,MAT-0016,11217,2026-01-04T00:00:00+08:00,2026-01-07T20:00:00+08:00,completed,normal,0.6635,2026-01-05T07:00:00+08:00
PP-0000228,WH-02,MAT-0091,16871,2025-12-17T22:00:00+08:00,2025-12-22T14:00:00+08:00,planned,normal,0.811,2025-12-19T18:00:00+08:00
PP-0000229,WH-02,MAT-0190,16878,2026-05-27T15:00:00+08:00,2026-05-31T06:00:00+08:00,completed,normal,0.7311,2026-05-29T08:00:00+08:00
PP-0000230,WH-04,MAT-0228,3352,2026-02-19T15:00:00+08:00,2026-02-23T15:00:00+08:00,completed,normal,0.9824,2026-02-21T00:00:00+08:00
PP-0000231,WH-04,MAT-0085,5738,2026-06-28T01:00:00+08:00,2026-06-29T04:00:00+08:00,planned,normal,0.7673,2026-06-15T08:00:00+08:00
PP-0000232,WH-04,MAT-0189,8482,2025-12-14T20:00:00+08:00,2025-12-18T20:00:00+08:00,released,urgent,0.8123,2025-12-16T15:00:00+08:00
PP-0000233,WH-04,MAT-0122,9717,2025-08-28T00:00:00+08:00,2025-08-29T03:00:00+08:00,completed,normal,0.7467,2025-08-29T09:00:00+08:00
PP-0000234,WH-04,MAT-0051,17775,2025-11-12T07:00:00+08:00,2025-11-17T00:00:00+08:00,released,normal,0.9954,2025-11-12T19:00:00+08:00
PP-0000235,WH-02,MAT-0093,17335,2026-02-26T21:00:00+08:00,2026-02-28T22:00:00+08:00,completed,normal,0.9848,2026-02-26T21:00:00+08:00
PP-0000236,WH-02,MAT-0032,10298,2026-05-22T20:00:00+08:00,2026-05-25T20:00:00+08:00,planned,normal,0.7816,2026-05-23T10:00:00+08:00
PP-0000237,WH-02,MAT-0061,4531,2026-04-24T21:00:00+08:00,2026-04-27T18:00:00+08:00,released,normal,0.9412,2026-04-25T18:00:00+08:00
PP-0000238,WH-04,MAT-0229,16549,2026-07-09T21:00:00+08:00,2026-07-12T09:00:00+08:00,planned,high,0.7338,2026-06-15T08:00:00+08:00
PP-0000239,WH-04,MAT-0156,4889,2026-03-24T20:00:00+08:00,2026-03-25T16:00:00+08:00,completed,normal,0.645,2026-03-24T20:00:00+08:00
PP-0000240,WH-04,MAT-0147,15209,2025-09-23T19:00:00+08:00,2025-09-25T10:00:00+08:00,released,urgent,0.6058,2025-09-24T00:00:00+08:00
PP-0000241,WH-04,MAT-0047,6589,2025-07-26T22:00:00+08:00,2025-07-29T08:00:00+08:00,completed,normal,0.6728,2025-07-27T04:00:00+08:00
PP-0000242,WH-04,MAT-0010,6723,2026-05-19T18:00:00+08:00,2026-05-20T03:00:00+08:00,completed,high,0.7345,2026-05-20T00:00:00+08:00
PP-0000243,WH-04,MAT-0037,3210,2025-11-07T06:00:00+08:00,2025-11-10T16:00:00+08:00,released,high,0.6957,2025-11-08T10:00:00+08:00
PP-0000244,WH-02,MAT-0228,6261,2026-05-29T22:00:00+08:00,2026-06-01T05:00:00+08:00,completed,normal,0.945,2026-05-30T06:00:00+08:00
PP-0000245,WH-02,MAT-0081,6738,2026-05-06T05:00:00+08:00,2026-05-11T04:00:00+08:00,completed,high,0.955,2026-05-07T15:00:00+08:00
PP-0000246,WH-04,MAT-0220,9520,2025-09-29T18:00:00+08:00,2025-10-03T15:00:00+08:00,completed,normal,0.6409,2025-10-01T06:00:00+08:00
PP-0000247,WH-04,MAT-0231,19015,2025-11-27T18:00:00+08:00,2025-12-02T04:00:00+08:00,completed,normal,0.7093,2025-11-29T03:00:00+08:00
PP-0000248,WH-04,MAT-0119,17043,2025-08-19T12:00:00+08:00,2025-08-24T06:00:00+08:00,planned,normal,0.576,2025-08-19T17:00:00+08:00
PP-0000249,WH-02,MAT-0159,1471,2025-06-18T14:00:00+08:00,2025-06-22T09:00:00+08:00,planned,normal,0.6114,2025-06-19T01:00:00+08:00
PP-0000250,WH-02,MAT-0207,5592,2025-08-05T14:00:00+08:00,2025-08-10T08:00:00+08:00,at_risk,normal,0.8572,2025-08-07T05:00:00+08:00
PP-0000251,WH-02,MAT-0027,4624,2025-09-20T11:00:00+08:00,2025-09-21T04:00:00+08:00,completed,normal,0.7283,2025-09-21T23:00:00+08:00
PP-0000252,WH-02,MAT-0028,2774,2025-10-30T16:00:00+08:00,2025-11-03T07:00:00+08:00,completed,normal,0.972,2025-11-01T14:00:00+08:00
PP-0000253,WH-02,MAT-0224,15450,2026-01-19T07:00:00+08:00,2026-01-23T07:00:00+08:00,planned,high,0.5599,2026-01-19T19:00:00+08:00
PP-0000254,WH-02,MAT-0224,863,2025-08-30T10:00:00+08:00,2025-09-03T01:00:00+08:00,completed,normal,0.6901,2025-09-01T05:00:00+08:00
PP-0000255,WH-04,MAT-0133,5594,2026-05-28T23:00:00+08:00,2026-06-01T08:00:00+08:00,completed,urgent,0.9827,2026-05-29T23:00:00+08:00
PP-0000256,WH-02,MAT-0187,192,2025-10-18T11:00:00+08:00,2025-10-22T01:00:00+08:00,paused,normal,0.7431,2025-10-18T13:00:00+08:00
PP-0000257,WH-04,MAT-0127,1183,2026-01-22T09:00:00+08:00,2026-01-25T10:00:00+08:00,released,normal,0.8611,2026-01-22T16:00:00+08:00
PP-0000258,WH-02,MAT-0091,19193,2026-01-12T05:00:00+08:00,2026-01-13T16:00:00+08:00,completed,high,0.7356,2026-01-12T20:00:00+08:00
PP-0000259,WH-04,MAT-0148,9831,2025-08-01T23:00:00+08:00,2025-08-05T09:00:00+08:00,completed,high,0.726,2025-08-03T04:00:00+08:00
PP-0000260,WH-02,MAT-0093,16807,2025-08-11T07:00:00+08:00,2025-08-12T01:00:00+08:00,released,normal,0.9993,2025-08-12T09:00:00+08:00
PP-0000261,WH-04,MAT-0225,3663,2026-03-07T23:00:00+08:00,2026-03-08T07:00:00+08:00,released,normal,0.9712,2026-03-08T21:00:00+08:00
PP-0000262,WH-02,MAT-0102,5818,2025-10-24T03:00:00+08:00,2025-10-27T06:00:00+08:00,completed,urgent,0.6359,2025-10-25T22:00:00+08:00
PP-0000263,WH-04,MAT-0203,14565,2026-06-27T19:00:00+08:00,2026-07-02T13:00:00+08:00,released,normal,0.971,2026-06-15T08:00:00+08:00
PP-0000264,WH-04,MAT-0183,17439,2026-04-24T21:00:00+08:00,2026-04-27T12:00:00+08:00,planned,normal,0.6183,2026-04-25T22:00:00+08:00
PP-0000265,WH-04,MAT-0072,797,2026-03-27T15:00:00+08:00,2026-04-01T00:00:00+08:00,released,high,0.848,2026-03-29T14:00:00+08:00
PP-0000266,WH-04,MAT-0232,1315,2025-08-02T09:00:00+08:00,2025-08-05T17:00:00+08:00,completed,normal,0.7763,2025-08-03T01:00:00+08:00
PP-0000267,WH-02,MAT-0020,8867,2025-10-17T01:00:00+08:00,2025-10-18T18:00:00+08:00,planned,high,0.8152,2025-10-17T03:00:00+08:00
PP-0000268,WH-02,MAT-0128,5792,2025-12-02T09:00:00+08:00,2025-12-05T11:00:00+08:00,released,normal,0.5892,2025-12-04T06:00:00+08:00
PP-0000269,WH-04,MAT-0178,14518,2026-03-10T21:00:00+08:00,2026-03-13T10:00:00+08:00,planned,normal,0.918,2026-03-10T23:00:00+08:00
PP-0000270,WH-02,MAT-0223,7364,2026-02-06T00:00:00+08:00,2026-02-11T00:00:00+08:00,released,normal,0.9946,2026-02-08T00:00:00+08:00
PP-0000271,WH-04,MAT-0137,16923,2026-01-15T22:00:00+08:00,2026-01-16T10:00:00+08:00,at_risk,normal,0.9919,2026-01-16T20:00:00+08:00
PP-0000272,WH-02,MAT-0038,1327,2026-02-14T21:00:00+08:00,2026-02-18T11:00:00+08:00,planned,high,0.9921,2026-02-16T13:00:00+08:00
PP-0000273,WH-04,MAT-0081,14141,2026-01-24T18:00:00+08:00,2026-01-28T12:00:00+08:00,released,high,0.6633,2026-01-25T16:00:00+08:00
PP-0000274,WH-04,MAT-0043,7871,2025-10-29T14:00:00+08:00,2025-11-01T17:00:00+08:00,completed,high,0.7934,2025-10-30T05:00:00+08:00
PP-0000275,WH-04,MAT-0035,17439,2026-05-08T22:00:00+08:00,2026-05-09T08:00:00+08:00,completed,urgent,0.8585,2026-05-10T06:00:00+08:00
PP-0000276,WH-02,MAT-0196,3195,2025-10-01T20:00:00+08:00,2025-10-03T07:00:00+08:00,completed,normal,0.9265,2025-10-03T10:00:00+08:00
PP-0000277,WH-04,MAT-0087,13006,2026-07-02T09:00:00+08:00,2026-07-03T03:00:00+08:00,completed,normal,0.701,2026-06-15T08:00:00+08:00
PP-0000278,WH-02,MAT-0093,19739,2026-02-03T06:00:00+08:00,2026-02-07T16:00:00+08:00,released,normal,0.7257,2026-02-04T01:00:00+08:00
PP-0000279,WH-02,MAT-0059,18603,2026-02-21T14:00:00+08:00,2026-02-25T15:00:00+08:00,completed,normal,0.8527,2026-02-23T11:00:00+08:00
PP-0000280,WH-02,MAT-0207,1749,2025-11-04T12:00:00+08:00,2025-11-09T12:00:00+08:00,planned,normal,0.997,2025-11-05T11:00:00+08:00
PP-0000281,WH-02,MAT-0196,1709,2025-11-10T22:00:00+08:00,2025-11-11T19:00:00+08:00,paused,normal,0.5879,2025-11-12T16:00:00+08:00
PP-0000282,WH-04,MAT-0073,15711,2025-07-02T20:00:00+08:00,2025-07-03T09:00:00+08:00,planned,normal,0.8664,2025-07-04T10:00:00+08:00
PP-0000283,WH-02,MAT-0129,8180,2025-12-12T22:00:00+08:00,2025-12-16T14:00:00+08:00,planned,normal,0.7935,2025-12-12T23:00:00+08:00
PP-0000284,WH-02,MAT-0134,11021,2025-07-09T00:00:00+08:00,2025-07-13T00:00:00+08:00,released,urgent,0.9511,2025-07-10T08:00:00+08:00
PP-0000285,WH-04,MAT-0089,3414,2025-08-14T09:00:00+08:00,2025-08-16T17:00:00+08:00,completed,normal,0.8023,2025-08-16T03:00:00+08:00
PP-0000286,WH-02,MAT-0160,9858,2026-03-20T15:00:00+08:00,2026-03-25T10:00:00+08:00,completed,high,0.9218,2026-03-21T23:00:00+08:00
PP-0000287,WH-02,MAT-0128,1406,2025-06-22T08:00:00+08:00,2025-06-23T22:00:00+08:00,completed,normal,0.881,2025-06-23T07:00:00+08:00
PP-0000288,WH-02,MAT-0094,18901,2026-07-19T12:00:00+08:00,2026-07-20T04:00:00+08:00,released,normal,0.7831,2026-06-15T08:00:00+08:00
PP-0000289,WH-04,MAT-0121,18177,2025-10-04T04:00:00+08:00,2025-10-04T17:00:00+08:00,completed,high,0.8504,2025-10-05T05:00:00+08:00
PP-0000290,WH-04,MAT-0237,10782,2026-06-11T14:00:00+08:00,2026-06-13T15:00:00+08:00,completed,urgent,0.8714,2026-06-13T01:00:00+08:00
PP-0000291,WH-04,MAT-0163,16138,2025-12-30T06:00:00+08:00,2026-01-02T23:00:00+08:00,completed,normal,0.7792,2026-01-01T01:00:00+08:00
PP-0000292,WH-04,MAT-0173,17315,2026-03-08T15:00:00+08:00,2026-03-12T10:00:00+08:00,completed,normal,0.6822,2026-03-10T07:00:00+08:00
PP-0000293,WH-02,MAT-0081,3988,2025-07-14T09:00:00+08:00,2025-07-17T17:00:00+08:00,planned,high,0.6312,2025-07-15T20:00:00+08:00
PP-0000294,WH-02,MAT-0041,2715,2025-09-29T21:00:00+08:00,2025-10-04T07:00:00+08:00,completed,normal,0.633,2025-09-30T19:00:00+08:00
PP-0000295,WH-04,MAT-0032,7950,2026-05-10T10:00:00+08:00,2026-05-11T20:00:00+08:00,planned,urgent,0.8515,2026-05-11T13:00:00+08:00
PP-0000296,WH-02,MAT-0031,13222,2026-02-23T02:00:00+08:00,2026-02-25T13:00:00+08:00,released,normal,0.648,2026-02-24T11:00:00+08:00
PP-0000297,WH-04,MAT-0010,11500,2025-09-16T16:00:00+08:00,2025-09-18T18:00:00+08:00,completed,normal,0.9235,2025-09-16T20:00:00+08:00
PP-0000298,WH-02,MAT-0055,17509,2026-04-26T13:00:00+08:00,2026-04-30T11:00:00+08:00,completed,normal,0.5803,2026-04-27T09:00:00+08:00
PP-0000299,WH-04,MAT-0148,14543,2025-07-12T17:00:00+08:00,2025-07-13T18:00:00+08:00,at_risk,normal,0.5548,2025-07-12T23:00:00+08:00
PP-0000300,WH-02,MAT-0200,9458,2025-06-28T02:00:00+08:00,2025-07-01T15:00:00+08:00,planned,high,0.7172,2025-06-29T16:00:00+08:00
PP-0000301,WH-04,MAT-0049,7274,2025-10-21T19:00:00+08:00,2025-10-24T11:00:00+08:00,planned,normal,0.8484,2025-10-23T12:00:00+08:00
PP-0000302,WH-02,MAT-0061,10019,2026-05-06T19:00:00+08:00,2026-05-11T15:00:00+08:00,planned,normal,0.7557,2026-05-07T18:00:00+08:00
PP-0000303,WH-02,MAT-0227,1074,2025-07-23T18:00:00+08:00,2025-07-27T18:00:00+08:00,at_risk,normal,0.551,2025-07-24T19:00:00+08:00
PP-0000304,WH-04,MAT-0133,4919,2025-08-19T09:00:00+08:00,2025-08-19T17:00:00+08:00,at_risk,urgent,0.6145,2025-08-20T14:00:00+08:00
PP-0000305,WH-04,MAT-0076,6044,2026-05-18T11:00:00+08:00,2026-05-22T00:00:00+08:00,completed,normal,0.6223,2026-05-20T03:00:00+08:00
PP-0000306,WH-02,MAT-0154,10944,2025-06-17T12:00:00+08:00,2025-06-21T10:00:00+08:00,planned,high,0.8439,2025-06-19T12:00:00+08:00
PP-0000307,WH-02,MAT-0185,314,2025-12-06T17:00:00+08:00,2025-12-07T06:00:00+08:00,completed,urgent,0.9851,2025-12-06T22:00:00+08:00
PP-0000308,WH-02,MAT-0117,2308,2026-04-06T15:00:00+08:00,2026-04-07T05:00:00+08:00,released,high,0.7521,2026-04-07T20:00:00+08:00
PP-0000309,WH-02,MAT-0200,4723,2025-06-22T06:00:00+08:00,2025-06-26T09:00:00+08:00,at_risk,urgent,0.5725,2025-06-23T19:00:00+08:00
PP-0000310,WH-02,MAT-0072,2395,2026-07-18T04:00:00+08:00,2026-07-21T16:00:00+08:00,planned,high,0.9298,2026-06-15T08:00:00+08:00
PP-0000311,WH-04,MAT-0230,237,2025-10-26T14:00:00+08:00,2025-10-29T10:00:00+08:00,released,high,0.8445,2025-10-27T19:00:00+08:00
PP-0000312,WH-02,MAT-0181,10964,2026-02-18T16:00:00+08:00,2026-02-21T20:00:00+08:00,completed,urgent,0.668,2026-02-20T03:00:00+08:00
PP-0000313,WH-04,MAT-0015,6864,2025-09-26T14:00:00+08:00,2025-09-29T07:00:00+08:00,completed,urgent,0.7374,2025-09-26T19:00:00+08:00
PP-0000314,WH-04,MAT-0207,1106,2025-11-12T05:00:00+08:00,2025-11-14T06:00:00+08:00,released,normal,0.8595,2025-11-12T19:00:00+08:00
PP-0000315,WH-02,MAT-0162,6070,2026-03-02T16:00:00+08:00,2026-03-07T11:00:00+08:00,completed,high,0.6426,2026-03-04T15:00:00+08:00
PP-0000316,WH-04,MAT-0024,14182,2026-01-25T00:00:00+08:00,2026-01-28T17:00:00+08:00,planned,high,0.7039,2026-01-25T07:00:00+08:00
PP-0000317,WH-02,MAT-0227,12992,2026-03-29T03:00:00+08:00,2026-04-01T17:00:00+08:00,planned,high,0.6854,2026-03-29T06:00:00+08:00
PP-0000318,WH-04,MAT-0194,11897,2025-09-08T06:00:00+08:00,2025-09-13T02:00:00+08:00,released,normal,0.7392,2025-09-09T00:00:00+08:00
PP-0000319,WH-02,MAT-0206,4783,2025-12-11T07:00:00+08:00,2025-12-12T12:00:00+08:00,planned,high,0.9264,2025-12-12T03:00:00+08:00
PP-0000320,WH-02,MAT-0014,1130,2026-05-18T06:00:00+08:00,2026-05-21T10:00:00+08:00,released,urgent,0.6461,2026-05-18T22:00:00+08:00
PP-0000321,WH-02,MAT-0140,10855,2025-06-22T07:00:00+08:00,2025-06-23T15:00:00+08:00,planned,normal,0.879,2025-06-23T05:00:00+08:00
PP-0000322,WH-02,MAT-0060,3944,2025-10-21T01:00:00+08:00,2025-10-22T20:00:00+08:00,completed,urgent,0.867,2025-10-22T10:00:00+08:00
PP-0000323,WH-02,MAT-0182,1864,2026-01-01T19:00:00+08:00,2026-01-06T12:00:00+08:00,at_risk,normal,0.6508,2026-01-03T14:00:00+08:00
PP-0000324,WH-04,MAT-0165,6977,2026-06-22T14:00:00+08:00,2026-06-27T06:00:00+08:00,completed,high,0.7908,2026-06-15T08:00:00+08:00
PP-0000325,WH-02,MAT-0041,11968,2026-03-28T03:00:00+08:00,2026-03-31T21:00:00+08:00,completed,normal,0.9986,2026-03-28T22:00:00+08:00
PP-0000326,WH-02,MAT-0050,18903,2025-09-15T21:00:00+08:00,2025-09-17T11:00:00+08:00,completed,high,0.7291,2025-09-16T02:00:00+08:00
PP-0000327,WH-02,MAT-0114,7115,2025-12-14T00:00:00+08:00,2025-12-17T04:00:00+08:00,completed,normal,0.9462,2025-12-15T03:00:00+08:00
PP-0000328,WH-02,MAT-0203,1382,2026-07-18T00:00:00+08:00,2026-07-21T13:00:00+08:00,planned,normal,0.9661,2026-06-15T08:00:00+08:00
PP-0000329,WH-04,MAT-0049,8327,2025-12-30T14:00:00+08:00,2025-12-31T07:00:00+08:00,at_risk,high,0.6342,2026-01-01T14:00:00+08:00
PP-0000330,WH-02,MAT-0091,10905,2026-03-23T06:00:00+08:00,2026-03-24T14:00:00+08:00,completed,normal,0.6192,2026-03-25T04:00:00+08:00
PP-0000331,WH-02,MAT-0024,11487,2025-10-05T08:00:00+08:00,2025-10-09T22:00:00+08:00,completed,normal,0.7322,2025-10-07T03:00:00+08:00
