shipment_id,purchase_order_id,supplier_id,transport_mode,carrier,origin,destination_warehouse_id,planned_arrival_at,estimated_arrival_at,delay_hours,shipment_status,tracking_number,freight_cost,updated_at
SHP-0000128,PO-202603-000936,SUP-006,air,承运商12,青岛,WH-01,2026-03-15T03:42:00+08:00,2026-03-15T03:42:00+08:00,0,delayed,CG000000000128,55302.08,2026-06-14T18:09:00+08:00
SHP-0000129,PO-202601-001123,SUP-046,sea,承运商06,上海,WH-02,2026-01-24T22:15:00+08:00,2026-01-24T22:15:00+08:00,0,customs_hold,CG000000000129,52696.17,2026-06-15T02:49:00+08:00
SHP-0000130,PO-202508-000035,SUP-041,sea,承运商19,合肥,WH-05,2025-08-20T13:40:00+08:00,2025-08-20T13:40:00+08:00,0,in_transit,CG000000000130,39552.83,2026-06-15T06:02:00+08:00
SHP-0000131,PO-202512-000327,SUP-014,road,承运商20,宁波,WH-02,2025-12-27T04:56:00+08:00,2025-12-27T04:56:00+08:00,0,delivered,CG000000000131,62835.23,2026-06-15T07:53:00+08:00
SHP-0000132,PO-202512-000327,SUP-014,air,承运商04,合肥,WH-04,2025-12-27T04:56:00+08:00,2025-12-28T04:56:00+08:00,24,delivered,CG000000000132,83895.19,2026-06-14T19:14:00+08:00
SHP-0000133,PO-202605-000090,SUP-056,road,承运商02,合肥,WH-04,2026-05-23T16:18:00+08:00,2026-05-23T16:18:00+08:00,0,delivered,CG000000000133,62133.79,2026-06-15T04:38:00+08:00
SHP-0000134,PO-202601-001463,SUP-046,rail,承运商03,宁波,WH-06,2026-01-30T08:38:00+08:00,2026-01-30T20:38:00+08:00,12,delivered,CG000000000134,19673.35,2026-06-14T08:30:00+08:00
SHP-0000135,PO-202602-001168,SUP-034,road,承运商21,天津,WH-02,2026-03-06T19:14:00+08:00,2026-03-08T19:14:00+08:00,48,delivered,CG000000000135,26036.5,2026-06-15T07:42:00+08:00
SHP-0000136,PO-202603-000618,SUP-042,road,承运商07,武汉,WH-05,2026-03-20T01:54:00+08:00,2026-03-20T01:54:00+08:00,0,delivered,CG000000000136,45588.67,2026-06-14T18:26:00+08:00
SHP-0000137,PO-202512-000195,SUP-011,rail,承运商06,东莞,WH-02,2026-01-03T16:22:00+08:00,2026-01-04T16:22:00+08:00,24,delivered,CG000000000137,28117.92,2026-06-15T06:08:00+08:00
SHP-0000138,PO-202602-000685,SUP-031,road,承运商09,苏州,WH-05,2026-02-25T01:15:00+08:00,2026-02-25T01:15:00+08:00,0,delivered,CG000000000138,57349.23,2026-06-15T06:20:00+08:00
SHP-0000139,PO-202601-000506,SUP-026,sea,承运商01,天津,WH-02,2026-01-27T11:16:00+08:00,2026-01-27T11:16:00+08:00,0,delivered,CG000000000139,18845.85,2026-06-14T19:17:00+08:00
SHP-0000140,PO-202508-001564,SUP-032,air,承运商05,东莞,WH-03,2025-08-27T09:37:00+08:00,2025-08-28T09:37:00+08:00,24,delayed,CG000000000140,60122.03,2026-06-15T00:13:00+08:00
SHP-0000141,PO-202604-001394,SUP-017,road,承运商17,东莞,WH-03,2026-04-11T18:43:00+08:00,2026-04-12T06:43:00+08:00,12,in_transit,CG000000000141,64882.57,2026-06-14T11:53:00+08:00
SHP-0000142,PO-202603-001541,SUP-013,road,承运商01,杭州,WH-06,2026-03-09T09:46:00+08:00,2026-03-09T09:46:00+08:00,0,delivered,CG000000000142,49305.4,2026-06-14T17:53:00+08:00
SHP-0000143,PO-202603-001037,SUP-036,road,承运商11,合肥,WH-06,2026-03-04T08:26:00+08:00,2026-03-04T14:26:00+08:00,6,delivered,CG000000000143,23936.87,2026-06-14T09:23:00+08:00
SHP-0000144,PO-202511-000780,SUP-020,road,承运商08,武汉,WH-03,2025-11-09T00:17:00+08:00,2025-11-09T00:17:00+08:00,0,in_transit,CG000000000144,18083.09,2026-06-14T09:43:00+08:00
SHP-0000145,PO-202510-001728,SUP-011,rail,承运商20,上海,WH-05,2025-11-02T02:06:00+08:00,2025-11-04T02:06:00+08:00,48,delivered,CG000000000145,27402.74,2026-06-14T20:37:00+08:00
SHP-0000146,PO-202512-000347,SUP-002,road,承运商07,东莞,WH-02,2026-01-07T22:33:00+08:00,2026-01-08T22:33:00+08:00,24,delivered,CG000000000146,10195.88,2026-06-14T15:56:00+08:00
SHP-0000147,PO-202605-000749,SUP-040,rail,承运商07,宁波,WH-06,2026-05-19T17:58:00+08:00,2026-05-19T17:58:00+08:00,0,blocked,CG000000000147,31124.82,2026-06-14T22:54:00+08:00
SHP-0000148,PO-202603-000246,SUP-009,rail,承运商09,杭州,WH-03,2026-03-19T03:33:00+08:00,2026-03-22T03:33:00+08:00,72,delivered,CG000000000148,30736.97,2026-06-14T09:51:00+08:00
SHP-0000149,PO-202603-001612,SUP-048,rail,承运商23,合肥,WH-02,2026-04-05T08:53:00+08:00,2026-04-05T08:53:00+08:00,0,in_transit,CG000000000149,31945.5,2026-06-14T10:52:00+08:00
SHP-0000150,PO-202511-001783,SUP-051,road,承运商04,杭州,WH-04,2025-11-24T16:56:00+08:00,2025-11-27T16:56:00+08:00,72,in_transit,CG000000000150,8870.33,2026-06-15T03:16:00+08:00
SHP-0000151,PO-202512-001088,SUP-042,sea,承运商06,宁波,WH-03,2026-01-04T08:00:00+08:00,2026-01-04T08:00:00+08:00,0,in_transit,CG000000000151,58622.62,2026-06-14T23:09:00+08:00
SHP-0000152,PO-202601-001051,SUP-058,road,承运商15,东莞,WH-05,2026-01-29T18:13:00+08:00,2026-01-29T18:13:00+08:00,0,blocked,CG000000000152,30145.81,2026-06-14T09:21:00+08:00
SHP-0000153,PO-202602-001297,SUP-041,road,承运商24,天津,WH-06,2026-02-14T19:16:00+08:00,2026-02-15T07:16:00+08:00,12,delayed,CG000000000153,17624.26,2026-06-14T17:30:00+08:00
SHP-0000154,PO-202602-000537,SUP-022,road,承运商03,武汉,WH-05,2026-02-24T02:09:00+08:00,2026-02-24T02:09:00+08:00,0,delivered,CG000000000154,65002.39,2026-06-14T23:30:00+08:00
SHP-0000155,PO-202605-000588,SUP-013,sea,承运商23,天津,WH-02,2026-06-07T04:38:00+08:00,2026-06-07T04:38:00+08:00,0,delivered,CG000000000155,31640.55,2026-06-14T23:15:00+08:00
SHP-0000156,PO-202512-000632,SUP-006,rail,承运商04,苏州,WH-06,2026-01-03T15:06:00+08:00,2026-01-05T15:06:00+08:00,48,in_transit,CG000000000156,8002.5,2026-06-14T09:47:00+08:00
SHP-0000157,PO-202507-001517,SUP-057,air,承运商22,成都,WH-04,2025-07-15T01:44:00+08:00,2025-07-15T07:44:00+08:00,6,delivered,CG000000000157,7266.3,2026-06-15T04:37:00+08:00
SHP-0000158,PO-202603-000275,SUP-042,air,承运商17,杭州,WH-01,2026-03-26T22:50:00+08:00,2026-03-26T22:50:00+08:00,0,delivered,CG000000000158,143641.94,2026-06-14T13:51:00+08:00
SHP-0000159,PO-202604-000648,SUP-018,rail,承运商22,合肥,WH-02,2026-05-06T10:43:00+08:00,2026-05-06T10:43:00+08:00,0,delivered,CG000000000159,57898.59,2026-06-14T10:57:00+08:00
SHP-0000160,PO-202511-001481,SUP-026,air,承运商22,武汉,WH-06,2025-11-16T03:21:00+08:00,2025-11-18T03:21:00+08:00,48,delivered,CG000000000160,137206.53,2026-06-14T10:12:00+08:00
SHP-0000161,PO-202506-000937,SUP-005,sea,承运商20,合肥,WH-06,2025-07-02T07:58:00+08:00,2025-07-02T07:58:00+08:00,0,delivered,CG000000000161,62479.52,2026-06-14T09:32:00+08:00
SHP-0000162,PO-202601-001379,SUP-049,road,承运商10,青岛,WH-03,2026-01-14T00:55:00+08:00,2026-01-14T00:55:00+08:00,0,in_transit,CG000000000162,18114.3,2026-06-14T22:46:00+08:00
SHP-0000163,PO-202605-001425,SUP-059,air,承运商09,成都,WH-04,2026-05-08T05:49:00+08:00,2026-05-08T05:49:00+08:00,0,in_transit,CG000000000163,83555.96,2026-06-15T01:26:00+08:00
SHP-0000164,PO-202601-001475,SUP-042,road,承运商11,杭州,WH-06,2026-01-20T08:53:00+08:00,2026-01-20T08:53:00+08:00,0,delivered,CG000000000164,30213.73,2026-06-14T14:59:00+08:00
SHP-0000165,PO-202507-001141,SUP-018,road,承运商22,宁波,WH-01,2025-07-31T19:02:00+08:00,2025-08-01T07:02:00+08:00,12,in_transit,CG000000000165,38579.76,2026-06-15T05:14:00+08:00
SHP-0000166,PO-202511-001252,SUP-037,sea,承运商02,宁波,WH-04,2025-11-19T20:52:00+08:00,2025-11-19T20:52:00+08:00,0,in_transit,CG000000000166,48427.33,2026-06-14T19:16:00+08:00
SHP-0000167,PO-202602-000316,SUP-004,road,承运商10,天津,WH-01,2026-02-20T00:01:00+08:00,2026-02-20T06:01:00+08:00,6,in_transit,CG000000000167,4235.16,2026-06-14T11:17:00+08:00
SHP-0000168,PO-202508-000180,SUP-017,sea,承运商02,天津,WH-06,2025-08-12T00:06:00+08:00,2025-08-12T06:06:00+08:00,6,in_transit,CG000000000168,24018.2,2026-06-15T02:38:00+08:00
SHP-0000169,PO-202603-001164,SUP-018,road,承运商09,青岛,WH-02,2026-03-28T07:41:00+08:00,2026-03-28T19:41:00+08:00,12,delivered,CG000000000169,56349.58,2026-06-14T20:48:00+08:00
SHP-0000170,PO-202605-001346,SUP-017,road,承运商14,宁波,WH-06,2026-05-10T02:11:00+08:00,2026-05-10T02:11:00+08:00,0,in_transit,CG000000000170,31436.73,2026-06-14T19:20:00+08:00
SHP-0000171,PO-202511-001743,SUP-042,sea,承运商05,杭州,WH-04,2025-11-26T05:13:00+08:00,2025-11-26T05:13:00+08:00,0,in_transit,CG000000000171,38847.59,2026-06-15T01:42:00+08:00
SHP-0000172,PO-202605-000966,SUP-041,road,承运商08,苏州,WH-04,2026-06-05T20:08:00+08:00,2026-06-05T20:08:00+08:00,0,delivered,CG000000000172,29037.97,2026-06-15T05:40:00+08:00
SHP-0000173,PO-202509-000761,SUP-007,sea,承运商24,合肥,WH-01,2025-09-11T03:02:00+08:00,2025-09-11T03:02:00+08:00,0,delivered,CG000000000173,7530.0,2026-06-15T03:29:00+08:00
SHP-0000174,PO-202510-000639,SUP-035,air,承运商04,苏州,WH-02,2025-10-09T19:06:00+08:00,2025-10-09T19:06:00+08:00,0,delayed,CG000000000174,157614.33,2026-06-15T00:57:00+08:00
SHP-0000175,PO-202507-001141,SUP-018,road,承运商13,天津,WH-06,2025-07-31T19:02:00+08:00,2025-07-31T19:02:00+08:00,0,in_transit,CG000000000175,39384.54,2026-06-14T23:23:00+08:00
SHP-0000176,PO-202509-000021,SUP-050,road,承运商11,天津,WH-02,2025-09-17T13:24:00+08:00,2025-09-18T13:24:00+08:00,24,delayed,CG000000000176,42994.21,2026-06-14T21:16:00+08:00
SHP-0000177,PO-202602-001535,SUP-024,road,承运商23,成都,WH-01,2026-02-26T08:09:00+08:00,2026-02-26T08:09:00+08:00,0,delayed,CG000000000177,4680.02,2026-06-15T05:16:00+08:00
SHP-0000178,PO-202512-001710,SUP-019,road,承运商06,合肥,WH-05,2025-12-09T12:20:00+08:00,2025-12-09T12:20:00+08:00,0,delivered,CG000000000178,24087.11,2026-06-14T15:40:00+08:00
SHP-0000179,PO-202511-000651,SUP-037,road,承运商23,上海,WH-05,2025-12-02T02:44:00+08:00,2025-12-02T02:44:00+08:00,0,delivered,CG000000000179,40201.85,2026-06-15T04:43:00+08:00
SHP-0000180,PO-202511-001131,SUP-017,sea,承运商18,武汉,WH-02,2025-11-24T15:09:00+08:00,2025-11-24T15:09:00+08:00,0,in_transit,CG000000000180,47023.77,2026-06-14T16:18:00+08:00
SHP-0000181,PO-202508-000740,SUP-048,road,承运商16,杭州,WH-05,2025-08-13T01:56:00+08:00,2025-08-13T01:56:00+08:00,0,delivered,CG000000000181,59667.03,2026-06-15T02:35:00+08:00
SHP-0000182,PO-202510-000830,SUP-004,sea,承运商03,成都,WH-04,2025-10-08T14:16:00+08:00,2025-10-08T14:16:00+08:00,0,delayed,CG000000000182,18590.37,2026-06-15T03:43:00+08:00
SHP-0000183,PO-202507-001397,SUP-002,road,承运商06,上海,WH-03,2025-07-30T15:14:00+08:00,2025-07-31T15:14:00+08:00,24,delayed,CG000000000183,66384.33,2026-06-14T10:01:00+08:00
SHP-0000184,PO-202606-000401,SUP-006,rail,承运商17,合肥,WH-06,2026-06-06T19:19:00+08:00,2026-06-06T19:19:00+08:00,0,delayed,CG000000000184,30439.07,2026-06-14T16:49:00+08:00
SHP-0000185,PO-202512-001416,SUP-023,road,承运商20,天津,WH-05,2026-01-06T15:01:00+08:00,2026-01-06T15:01:00+08:00,0,delivered,CG000000000185,16960.56,2026-06-14T19:30:00+08:00
SHP-0000186,PO-202605-000090,SUP-056,road,承运商13,宁波,WH-02,2026-05-23T16:18:00+08:00,2026-05-23T16:18:00+08:00,0,delivered,CG000000000186,9230.83,2026-06-15T06:32:00+08:00
SHP-0000187,PO-202603-000675,SUP-028,road,承运商22,杭州,WH-06,2026-03-22T23:36:00+08:00,2026-03-22T23:36:00+08:00,0,delayed,CG000000000187,49562.13,2026-06-14T10:23:00+08:00
SHP-0000188,PO-202512-000864,SUP-052,road,承运商14,合肥,WH-03,2025-12-11T18:56:00+08:00,2025-12-11T18:56:00+08:00,0,delayed,CG000000000188,49101.58,2026-06-14T08:44:00+08:00
SHP-0000189,PO-202604-000365,SUP-056,rail,承运商01,苏州,WH-05,2026-04-14T05:56:00+08:00,2026-04-17T05:56:00+08:00,72,delivered,CG000000000189,67492.32,2026-06-14T10:14:00+08:00
SHP-0000190,PO-202601-001103,SUP-042,sea,承运商21,武汉,WH-01,2026-01-05T20:55:00+08:00,2026-01-05T20:55:00+08:00,0,in_transit,CG000000000190,28081.51,2026-06-15T03:41:00+08:00
SHP-0000191,PO-202508-000521,SUP-048,road,承运商03,武汉,WH-03,2025-08-06T14:43:00+08:00,2025-08-08T14:43:00+08:00,48,delivered,CG000000000191,42622.4,2026-06-14T15:20:00+08:00
SHP-0000192,PO-202605-000890,SUP-056,road,承运商07,苏州,WH-02,2026-05-30T18:32:00+08:00,2026-05-31T06:32:00+08:00,12,delivered,CG000000000192,48834.74,2026-06-14T08:50:00+08:00
SHP-0000193,PO-202601-001161,SUP-046,rail,承运商09,成都,WH-04,2026-02-04T14:53:00+08:00,2026-02-06T14:53:00+08:00,48,in_transit,CG000000000193,60113.22,2026-06-14T15:43:00+08:00
SHP-0000194,PO-202605-001407,SUP-027,rail,承运商11,合肥,WH-05,2026-05-20T09:06:00+08:00,2026-05-20T09:06:00+08:00,0,in_transit,CG000000000194,58719.82,2026-06-14T23:10:00+08:00
SHP-0000195,PO-202604-001513,SUP-011,sea,承运商10,合肥,WH-06,2026-04-03T02:34:00+08:00,2026-04-03T02:34:00+08:00,0,delayed,CG000000000195,49396.31,2026-06-14T21:06:00+08:00
SHP-0000196,PO-202509-000225,SUP-038,sea,承运商08,东莞,WH-02,2025-09-28T22:39:00+08:00,2025-09-29T10:39:00+08:00,12,in_transit,CG000000000196,49655.7,2026-06-14T15:25:00+08:00
SHP-0000197,PO-202604-001090,SUP-060,sea,承运商20,苏州,WH-06,2026-04-10T03:13:00+08:00,2026-04-10T09:13:00+08:00,6,delivered,CG000000000197,53414.62,2026-06-15T00:00:00+08:00
SHP-0000198,PO-202510-000139,SUP-030,road,承运商08,武汉,WH-06,2025-10-12T18:38:00+08:00,2025-10-12T18:38:00+08:00,0,delayed,CG000000000198,14314.68,2026-06-14T11:56:00+08:00
SHP-0000199,PO-202510-001328,SUP-043,sea,承运商17,东莞,WH-02,2025-10-26T17:00:00+08:00,2025-10-26T17:00:00+08:00,0,in_transit,CG000000000199,11180.99,2026-06-14T11:34:00+08:00
SHP-0000200,PO-202507-000113,SUP-010,rail,承运商04,合肥,WH-02,2025-08-06T02:08:00+08:00,2025-08-06T08:08:00+08:00,6,delivered,CG000000000200,18839.44,2026-06-14T21:58:00+08:00
SHP-0000201,PO-202507-000657,SUP-041,sea,承运商11,天津,WH-01,2025-07-29T05:07:00+08:00,2025-07-29T05:07:00+08:00,0,customs_hold,CG000000000201,50567.76,2026-06-14T18:31:00+08:00
SHP-0000202,PO-202602-001253,SUP-035,road,承运商02,杭州,WH-05,2026-02-14T12:49:00+08:00,2026-02-14T12:49:00+08:00,0,delivered,CG000000000202,21015.13,2026-06-14T22:44:00+08:00
SHP-0000203,PO-202606-001143,SUP-009,road,承运商19,天津,WH-01,2026-06-12T06:36:00+08:00,2026-06-15T06:36:00+08:00,72,in_transit,CG000000000203,17022.12,2026-06-14T12:45:00+08:00
SHP-0000204,PO-202601-001241,SUP-028,sea,承运商19,宁波,WH-02,2026-01-13T02:40:00+08:00,2026-01-13T02:40:00+08:00,0,delivered,CG000000000204,41841.52,2026-06-14T23:13:00+08:00
SHP-0000205,PO-202508-001627,SUP-042,road,承运商13,合肥,WH-02,2025-09-01T20:38:00+08:00,2025-09-02T08:38:00+08:00,12,customs_hold,CG000000000205,52350.27,2026-06-14T12:30:00+08:00
SHP-0000206,PO-202511-000707,SUP-003,rail,承运商17,天津,WH-01,2025-11-11T12:12:00+08:00,2025-11-11T18:12:00+08:00,6,in_transit,CG000000000206,64238.28,2026-06-15T02:01:00+08:00
SHP-0000207,PO-202512-000115,SUP-027,road,承运商02,上海,WH-01,2025-12-25T16:53:00+08:00,2025-12-25T16:53:00+08:00,0,delivered,CG000000000207,29395.67,2026-06-15T05:00:00+08:00
SHP-0000208,PO-202604-001423,SUP-024,road,承运商17,杭州,WH-03,2026-04-09T12:33:00+08:00,2026-04-09T12:33:00+08:00,0,in_transit,CG000000000208,26451.09,2026-06-14T11:29:00+08:00
SHP-0000209,PO-202512-000255,SUP-024,sea,承运商16,杭州,WH-05,2026-01-05T05:55:00+08:00,2026-01-05T11:55:00+08:00,6,delivered,CG000000000209,42690.28,2026-06-15T06:57:00+08:00
SHP-0000210,PO-202604-001395,SUP-034,rail,承运商23,武汉,WH-05,2026-04-13T07:59:00+08:00,2026-04-13T07:59:00+08:00,0,delayed,CG000000000210,20239.87,2026-06-14T14:07:00+08:00
SHP-0000211,PO-202509-001729,SUP-041,rail,承运商19,武汉,WH-05,2025-10-02T08:42:00+08:00,2025-10-03T08:42:00+08:00,24,delayed,CG000000000211,43274.38,2026-06-15T02:27:00+08:00
SHP-0000212,PO-202511-001485,SUP-035,sea,承运商22,东莞,WH-01,2025-11-16T11:51:00+08:00,2025-11-16T11:51:00+08:00,0,in_transit,CG000000000212,32161.92,2026-06-14T22:04:00+08:00
SHP-0000213,PO-202510-001791,SUP-030,road,承运商04,上海,WH-05,2025-11-02T09:03:00+08:00,2025-11-02T15:03:00+08:00,6,delivered,CG000000000213,14357.7,2026-06-14T20:48:00+08:00
SHP-0000214,PO-202512-001029,SUP-047,road,承运商01,青岛,WH-06,2025-12-28T05:38:00+08:00,2025-12-30T05:38:00+08:00,48,delayed,CG000000000214,11563.99,2026-06-15T00:30:00+08:00
SHP-0000215,PO-202510-001525,SUP-045,sea,承运商03,武汉,WH-06,2025-10-26T06:58:00+08:00,2025-10-26T06:58:00+08:00,0,delivered,CG000000000215,27282.78,2026-06-14T10:55:00+08:00
SHP-0000216,PO-202602-001294,SUP-056,sea,承运商08,青岛,WH-04,2026-02-02T10:38:00+08:00,2026-02-02T16:38:00+08:00,6,delivered,CG000000000216,55904.0,2026-06-14T18:09:00+08:00
SHP-0000217,PO-202509-000844,SUP-018,sea,承运商03,宁波,WH-06,2025-09-07T13:30:00+08:00,2025-09-07T13:30:00+08:00,0,in_transit,CG000000000217,17406.02,2026-06-14T09:56:00+08:00
SHP-0000218,PO-202510-000160,SUP-051,road,承运商15,东莞,WH-02,2025-10-26T11:23:00+08:00,2025-10-26T23:23:00+08:00,12,delivered,CG000000000218,43306.37,2026-06-14T22:51:00+08:00
SHP-0000219,PO-202512-001575,SUP-035,road,承运商23,天津,WH-01,2025-12-29T16:56:00+08:00,2025-12-30T16:56:00+08:00,24,delivered,CG000000000219,26996.2,2026-06-14T12:53:00+08:00
SHP-0000220,PO-202507-000968,SUP-057,road,承运商04,成都,WH-02,2025-07-23T18:35:00+08:00,2025-07-25T18:35:00+08:00,48,in_transit,CG000000000220,47444.15,2026-06-14T11:04:00+08:00
SHP-0000221,PO-202509-000201,SUP-018,sea,承运商23,青岛,WH-04,2025-10-05T01:02:00+08:00,2025-10-05T07:02:00+08:00,6,delivered,CG000000000221,34212.93,2026-06-15T05:44:00+08:00
SHP-0000222,PO-202603-001554,SUP-030,road,承运商23,东莞,WH-06,2026-03-16T14:04:00+08:00,2026-03-16T14:04:00+08:00,0,delivered,CG000000000222,14338.26,2026-06-15T03:20:00+08:00
SHP-0000223,PO-202602-000775,SUP-022,air,承运商24,天津,WH-06,2026-02-22T14:12:00+08:00,2026-02-22T14:12:00+08:00,0,customs_hold,CG000000000223,24935.99,2026-06-15T02:19:00+08:00
SHP-0000224,PO-202605-001431,SUP-001,road,承运商05,武汉,WH-02,2026-05-27T12:29:00+08:00,2026-05-27T12:29:00+08:00,0,delivered,CG000000000224,7656.84,2026-06-14T15:11:00+08:00
SHP-0000225,PO-202509-000634,SUP-014,road,承运商22,武汉,WH-02,2025-09-17T03:41:00+08:00,2025-09-17T15:41:00+08:00,12,delivered,CG000000000225,50267.56,2026-06-14T11:00:00+08:00
SHP-0000226,PO-202512-000520,SUP-036,road,承运商21,东莞,WH-04,2026-01-02T03:09:00+08:00,2026-01-05T03:09:00+08:00,72,delivered,CG000000000226,15179.96,2026-06-15T06:29:00+08:00
SHP-0000227,PO-202507-000426,SUP-058,sea,承运商16,宁波,WH-06,2025-07-24T03:32:00+08:00,2025-07-24T09:32:00+08:00,6,delayed,CG000000000227,6859.51,2026-06-14T13:39:00+08:00
SHP-0000228,PO-202510-001563,SUP-057,road,承运商05,武汉,WH-04,2025-10-28T15:38:00+08:00,2025-10-30T15:38:00+08:00,48,blocked,CG000000000228,43968.51,2026-06-15T07:34:00+08:00
SHP-0000229,PO-202606-000251,SUP-006,air,承运商16,成都,WH-03,2026-06-10T02:43:00+08:00,2026-06-10T02:43:00+08:00,0,customs_hold,CG000000000229,90823.68,2026-06-14T17:17:00+08:00
SHP-0000230,PO-202508-001288,SUP-003,road,承运商12,青岛,WH-01,2025-09-06T20:51:00+08:00,2025-09-06T20:51:00+08:00,0,delivered,CG000000000230,57659.43,2026-06-14T17:09:00+08:00
SHP-0000231,PO-202509-000464,SUP-025,road,承运商01,青岛,WH-04,2025-09-10T01:16:00+08:00,2025-09-10T01:16:00+08:00,0,blocked,CG000000000231,34635.37,2026-06-14T08:45:00+08:00
SHP-0000232,PO-202604-001658,SUP-007,sea,承运商07,青岛,WH-06,2026-04-27T07:51:00+08:00,2026-04-27T07:51:00+08:00,0,in_transit,CG000000000232,31757.09,2026-06-14T10:01:00+08:00
SHP-0000233,PO-202606-000565,SUP-003,rail,承运商19,上海,WH-04,2026-06-16T15:14:00+08:00,2026-06-16T15:14:00+08:00,0,delivered,CG000000000233,15520.6,2026-06-14T14:59:00+08:00
SHP-0000234,PO-202512-000176,SUP-043,rail,承运商19,合肥,WH-01,2025-12-30T12:13:00+08:00,2025-12-30T18:13:00+08:00,6,delayed,CG000000000234,21067.92,2026-06-14T19:54:00+08:00
SHP-0000235,PO-202606-001092,SUP-010,air,承运商16,苏州,WH-01,2026-06-18T23:08:00+08:00,2026-06-18T23:08:00+08:00,0,delivered,CG000000000235,90492.05,2026-06-14T17:46:00+08:00
SHP-0000236,PO-202509-001097,SUP-013,rail,承运商12,东莞,WH-06,2025-09-11T17:07:00+08:00,2025-09-11T17:07:00+08:00,0,delivered,CG000000000236,23035.45,2026-06-14T12:00:00+08:00
SHP-0000237,PO-202605-000308,SUP-021,rail,承运商05,武汉,WH-05,2026-05-24T00:47:00+08:00,2026-05-24T00:47:00+08:00,0,in_transit,CG000000000237,27285.06,2026-06-15T02:01:00+08:00
SHP-0000238,PO-202512-000976,SUP-012,road,承运商22,杭州,WH-06,2025-12-08T20:55:00+08:00,2025-12-08T20:55:00+08:00,0,delivered,CG000000000238,62644.41,2026-06-14T18:54:00+08:00
SHP-0000239,PO-202511-000784,SUP-058,sea,承运商10,上海,WH-02,2025-11-28T00:15:00+08:00,2025-11-28T00:15:00+08:00,0,delivered,CG000000000239,11122.55,2026-06-14T13:13:00+08:00
SHP-0000240,PO-202507-000151,SUP-031,road,承运商19,苏州,WH-06,2025-07-10T06:56:00+08:00,2025-07-10T06:56:00+08:00,0,delivered,CG000000000240,49099.82,2026-06-14T17:27:00+08:00
SHP-0000241,PO-202512-001369,SUP-032,road,承运商11,青岛,WH-02,2025-12-25T17:16:00+08:00,2025-12-26T17:16:00+08:00,24,in_transit,CG000000000241,17821.62,2026-06-15T00:51:00+08:00
SHP-0000242,PO-202601-001315,SUP-054,road,承运商05,武汉,WH-04,2026-01-16T09:19:00+08:00,2026-01-17T09:19:00+08:00,24,delivered,CG000000000242,42855.81,2026-06-15T07:55:00+08:00
SHP-0000243,PO-202604-001136,SUP-011,road,承运商10,东莞,WH-05,2026-04-24T02:48:00+08:00,2026-04-24T02:48:00+08:00,0,in_transit,CG000000000243,31341.19,2026-06-14T09:50:00+08:00
SHP-0000244,PO-202507-000301,SUP-016,road,承运商14,天津,WH-01,2025-07-23T14:46:00+08:00,2025-07-23T14:46:00+08:00,0,in_transit,CG000000000244,60597.35,2026-06-14T19:52:00+08:00
SHP-0000245,PO-202508-000353,SUP-011,sea,承运商21,宁波,WH-04,2025-08-21T16:52:00+08:00,2025-08-22T16:52:00+08:00,24,blocked,CG000000000245,37185.51,2026-06-15T02:39:00+08:00
SHP-0000246,PO-202601-000709,SUP-010,road,承运商23,东莞,WH-01,2026-01-22T00:03:00+08:00,2026-01-23T00:03:00+08:00,24,delivered,CG000000000246,16987.84,2026-06-14T08:06:00+08:00
SHP-0000247,PO-202511-001442,SUP-035,road,承运商04,成都,WH-04,2025-11-06T17:22:00+08:00,2025-11-06T17:22:00+08:00,0,delivered,CG000000000247,62901.66,2026-06-15T07:50:00+08:00
SHP-0000248,PO-202602-000885,SUP-019,road,承运商14,杭州,WH-06,2026-02-08T13:15:00+08:00,2026-02-11T13:15:00+08:00,72,delivered,CG000000000248,6237.98,2026-06-15T02:21:00+08:00
